word_id,is_irregular,conjugations
46,TRUE,"{""indicative"": {""present"": {""yo"": ""sé"", ""tú"": ""sabes"", ""él"": ""sabe"", ""nosotros"": ""sabemos"", ""vosotros"": ""sabéis"", ""ellos"": ""saben""}, ""preterite"": {""yo"": ""supe"", ""tú"": ""supiste"", ""él"": ""supo"", ""nosotros"": ""supimos"", ""vosotros"": ""supisteis"", ""ellos"": ""supieron""}, ""imperfect"": {""yo"": ""sabía"", ""tú"": ""sabías"", ""él"": ""sabía"", ""nosotros"": ""sabíamos"", ""vosotros"": ""sabíais"", ""ellos"": ""sabían""}}, ""subjunctive"": {""present"": {""yo"": ""sepa"", ""tú"": ""sepas"", ""él"": ""sepa"", ""nosotros"": ""sepamos"", ""vosotros"": ""sepáis"", ""ellos"": ""sepan""}}}"
57,TRUE,"{""indicative"": {""present"": {""yo"": ""quiero"", ""tú"": ""quieres"", ""él"": ""quiere"", ""nosotros"": ""queremos"", ""vosotros"": ""queréis"", ""ellos"": ""quieren""}, ""preterite"": {""yo"": ""quise"", ""tú"": ""quisiste"", ""él"": ""quiso"", ""nosotros"": ""quisimos"", ""vosotros"": ""quisisteis"", ""ellos"": ""quisieron""}, ""imperfect"": {""yo"": ""quería"", ""tú"": ""querías"", ""él"": ""quería"", ""nosotros"": ""queríamos"", ""vosotros"": ""queríais"", ""ellos"": ""querían""}}, ""subjunctive"": {""present"": {""yo"": ""quiera"", ""tú"": ""quieras"", ""él"": ""quiera"", ""nosotros"": ""queramos"", ""vosotros"": ""queráis"", ""ellos"": ""quieran""}}}"
66,TRUE,"{""indicative"": {""present"": {""yo"": ""llego"", ""tú"": ""llegas"", ""él"": ""llega"", ""nosotros"": ""llegamos"", ""vosotros"": ""llegáis"", ""ellos"": ""llegan""}, ""preterite"": {""yo"": ""llegué"", ""tú"": ""llegaste"", ""él"": ""llegó"", ""nosotros"": ""llegamos"", ""vosotros"": ""llegasteis"", ""ellos"": ""llegaron""}, ""imperfect"": {""yo"": ""llegaba"", ""tú"": ""llegabas"", ""él"": ""llegaba"", ""nosotros"": ""llegábamos"", ""vosotros"": ""llegabais"", ""ellos"": ""llegaban""}}, ""subjunctive"": {""present"": {""yo"": ""llegue"", ""tú"": ""llegues"", ""él"": ""llegue"", ""nosotros"": ""lleguemos"", ""vosotros"": ""lleguéis"", ""ellos"": ""lleguen""}}}"
67,FALSE,"{""indicative"": {""present"": {""yo"": ""paso"", ""tú"": ""pasas"", ""él"": ""pasa"", ""nosotros"": ""pasamos"", ""vosotros"": ""pasáis"", ""ellos"": ""pasan""}, ""preterite"": {""yo"": ""pasé"", ""tú"": ""pasaste"", ""él"": ""pasó"", ""nosotros"": ""pasamos"", ""vosotros"": ""pasasteis"", ""ellos"": ""pasaron""}, ""imperfect"": {""yo"": ""pasaba"", ""tú"": ""pasabas"", ""él"": ""pasaba"", ""nosotros"": ""pasábamos"", ""vosotros"": ""pasabais"", ""ellos"": ""pasaban""}}, ""subjunctive"": {""present"": {""yo"": ""pase"", ""tú"": ""pases"", ""él"": ""pase"", ""nosotros"": ""pasemos"", ""vosotros"": ""paséis"", ""ellos"": ""pasen""}}}"
75,FALSE,"{""indicative"": {""present"": {""yo"": ""debo"", ""tú"": ""debes"", ""él"": ""debe"", ""nosotros"": ""debemos"", ""vosotros"": ""debéis"", ""ellos"": ""deben""}, ""preterite"": {""yo"": ""debí"", ""tú"": ""debiste"", ""él"": ""debió"", ""nosotros"": ""debimos"", ""vosotros"": ""debisteis"", ""ellos"": ""debieron""}, ""imperfect"": {""yo"": ""debía"", ""tú"": ""debías"", ""él"": ""debía"", ""nosotros"": ""debíamos"", ""vosotros"": ""debíais"", ""ellos"": ""debían""}}, ""subjunctive"": {""present"": {""yo"": ""deba"", ""tú"": ""debas"", ""él"": ""deba"", ""nosotros"": ""debamos"", ""vosotros"": ""debáis"", ""ellos"": ""deban""}}}"
77,TRUE,"{""indicative"": {""present"": {""yo"": ""pongo"", ""tú"": ""pones"", ""él"": ""pone"", ""nosotros"": ""ponemos"", ""vosotros"": ""ponéis"", ""ellos"": ""ponen""}, ""preterite"": {""yo"": ""puse"", ""tú"": ""pusiste"", ""él"": ""puso"", ""nosotros"": ""pusimos"", ""vosotros"": ""pusisteis"", ""ellos"": ""pusieron""}, ""imperfect"": {""yo"": ""ponía"", ""tú"": ""ponías"", ""él"": ""ponía"", ""nosotros"": ""poníamos"", ""vosotros"": ""poníais"", ""ellos"": ""ponían""}}, ""subjunctive"": {""present"": {""yo"": ""ponga"", ""tú"": ""pongas"", ""él"": ""ponga"", ""nosotros"": ""pongamos"", ""vosotros"": ""pongáis"", ""ellos"": ""pongan""}}}"
81,TRUE,"{""indicative"": {""present"": {""yo"": ""parezco"", ""tú"": ""pareces"", ""él"": ""parece"", ""nosotros"": ""parecemos"", ""vosotros"": ""parecéis"", ""ellos"": ""parecen""}, ""preterite"": {""yo"": ""parecí"", ""tú"": ""pareciste"", ""él"": ""pareció"", ""nosotros"": ""parecimos"", ""vosotros"": ""parecisteis"", ""ellos"": ""parecieron""}, ""imperfect"": {""yo"": ""parecía"", ""tú"": ""parecías"", ""él"": ""parecía"", ""nosotros"": ""parecíamos"", ""vosotros"": ""parecíais"", ""ellos"": ""parecían""}}, ""subjunctive"": {""present"": {""yo"": ""parezca"", ""tú"": ""parezcas"", ""él"": ""parezca"", ""nosotros"": ""parezcamos"", ""vosotros"": ""parezcáis"", ""ellos"": ""parezcan""}}}"
89,FALSE,"{""indicative"": {""present"": {""yo"": ""quedo"", ""tú"": ""quedas"", ""él"": ""queda"", ""nosotros"": ""quedamos"", ""vosotros"": ""quedáis"", ""ellos"": ""quedan""}, ""preterite"": {""yo"": ""quedé"", ""tú"": ""quedaste"", ""él"": ""quedó"", ""nosotros"": ""quedamos"", ""vosotros"": ""quedasteis"", ""ellos"": ""quedaron""}, ""imperfect"": {""yo"": ""quedaba"", ""tú"": ""quedabas"", ""él"": ""quedaba"", ""nosotros"": ""quedábamos"", ""vosotros"": ""quedabais"", ""ellos"": ""quedaban""}}, ""subjunctive"": {""present"": {""yo"": ""quede"", ""tú"": ""quedes"", ""él"": ""quede"", ""nosotros"": ""quedemos"", ""vosotros"": ""quedéis"", ""ellos"": ""queden""}}}"
91,FALSE,"{""indicative"": {""present"": {""yo"": ""creo"", ""tú"": ""crees"", ""él"": ""cree"", ""nosotros"": ""creemos"", ""vosotros"": ""creéis"", ""ellos"": ""creen""}, ""preterite"": {""yo"": ""creí"", ""tú"": ""creíste"", ""él"": ""creyó"", ""nosotros"": ""creímos"", ""vosotros"": ""creísteis"", ""ellos"": ""creyeron""}, ""imperfect"": {""yo"": ""creía"", ""tú"": ""creías"", ""él"": ""creía"", ""nosotros"": ""creíamos"", ""vosotros"": ""creíais"", ""ellos"": ""creían""}}, ""subjunctive"": {""present"": {""yo"": ""crea"", ""tú"": ""creas"", ""él"": ""crea"", ""nosotros"": ""creamos"", ""vosotros"": ""creáis"", ""ellos"": ""crean""}}}"
92,FALSE,"{""indicative"": {""present"": {""yo"": ""hablo"", ""tú"": ""hablas"", ""él"": ""habla"", ""nosotros"": ""hablamos"", ""vosotros"": ""habláis"", ""ellos"": ""hablan""}, ""preterite"": {""yo"": ""hablé"", ""tú"": ""hablaste"", ""él"": ""habló"", ""nosotros"": ""hablamos"", ""vosotros"": ""hablasteis"", ""ellos"": ""hablaron""}, ""imperfect"": {""yo"": ""hablaba"", ""tú"": ""hablabas"", ""él"": ""hablaba"", ""nosotros"": ""hablábamos"", ""vosotros"": ""hablabais"", ""ellos"": ""hablaban""}}, ""subjunctive"": {""present"": {""yo"": ""hable"", ""tú"": ""hables"", ""él"": ""hable"", ""nosotros"": ""hablemos"", ""vosotros"": ""habléis"", ""ellos"": ""hablen""}}}"
93,FALSE,"{""indicative"": {""present"": {""yo"": ""llevo"", ""tú"": ""llevas"", ""él"": ""lleva"", ""nosotros"": ""llevamos"", ""vosotros"": ""lleváis"", ""ellos"": ""llevan""}, ""preterite"": {""yo"": ""llevé"", ""tú"": ""llevaste"", ""él"": ""llevó"", ""nosotros"": ""llevamos"", ""vosotros"": ""llevasteis"", ""ellos"": ""llevaron""}, ""imperfect"": {""yo"": ""llevaba"", ""tú"": ""llevabas"", ""él"": ""llevaba"", ""nosotros"": ""llevábamos"", ""vosotros"": ""llevabais"", ""ellos"": ""llevaban""}}, ""subjunctive"": {""present"": {""yo"": ""lleve"", ""tú"": ""lleves"", ""él"": ""lleve"", ""nosotros"": ""llevemos"", ""vosotros"": ""llevéis"", ""ellos"": ""lleven""}}}"
94,FALSE,"{""indicative"": {""present"": {""yo"": ""dejo"", ""tú"": ""dejas"", ""él"": ""deja"", ""nosotros"": ""dejamos"", ""vosotros"": ""dejáis"", ""ellos"": ""dejan""}, ""preterite"": {""yo"": ""dejé"", ""tú"": ""dejaste"", ""él"": ""dejó"", ""nosotros"": ""dejamos"", ""vosotros"": ""dejasteis"", ""ellos"": ""dejaron""}, ""imperfect"": {""yo"": ""dejaba"", ""tú"": ""dejabas"", ""él"": ""dejaba"", ""nosotros"": ""dejábamos"", ""vosotros"": ""dejabais"", ""ellos"": ""dejaban""}}, ""subjunctive"": {""present"": {""yo"": ""deje"", ""tú"": ""dejes"", ""él"": ""deje"", ""nosotros"": ""dejemos"", ""vosotros"": ""dejéis"", ""ellos"": ""dejen""}}}"
97,TRUE,"{""indicative"": {""present"": {""yo"": ""sigo"", ""tú"": ""sigues"", ""él"": ""sigue"", ""nosotros"": ""seguimos"", ""vosotros"": ""seguís"", ""ellos"": ""siguen""}, ""preterite"": {""yo"": ""seguí"", ""tú"": ""seguiste"", ""él"": ""siguió"", ""nosotros"": ""seguimos"", ""vosotros"": ""seguisteis"", ""ellos"": ""siguieron""}, ""imperfect"": {""yo"": ""seguía"", ""tú"": ""seguías"", ""él"": ""seguía"", ""nosotros"": ""seguíamos"", ""vosotros"": ""seguíais"", ""ellos"": ""seguían""}}, ""subjunctive"": {""present"": {""yo"": ""siga"", ""tú"": ""sigas"", ""él"": ""siga"", ""nosotros"": ""sigamos"", ""vosotros"": ""sigáis"", ""ellos"": ""sigan""}}}"
100,TRUE,"{""indicative"": {""present"": {""yo"": ""encuentro"", ""tú"": ""encuentras"", ""él"": ""encuentra"", ""nosotros"": ""encontramos"", ""vosotros"": ""encontráis"", ""ellos"": ""encuentran""}, ""preterite"": {""yo"": ""encontré"", ""tú"": ""encontraste"", ""él"": ""encontró"", ""nosotros"": ""encontramos"", ""vosotros"": ""encontrasteis"", ""ellos"": ""encontraron""}, ""imperfect"": {""yo"": ""encontraba"", ""tú"": ""encontrabas"", ""él"": ""encontraba"", ""nosotros"": ""encontrábamos"", ""vosotros"": ""encontrabais"", ""ellos"": ""encontraban""}}, ""subjunctive"": {""present"": {""yo"": ""encuentre"", ""tú"": ""encuentres"", ""él"": ""encuentre"", ""nosotros"": ""encontremos"", ""vosotros"": ""encontréis"", ""ellos"": ""encuentren""}}}"
104,FALSE,"{""indicative"": {""present"": {""yo"": ""llamo"", ""tú"": ""llamas"", ""él"": ""llama"", ""nosotros"": ""llamamos"", ""vosotros"": ""llamáis"", ""ellos"": ""llaman""}, ""preterite"": {""yo"": ""llamé"", ""tú"": ""llamaste"", ""él"": ""llamó"", ""nosotros"": ""llamamos"", ""vosotros"": ""llamasteis"", ""ellos"": ""llamarón""}, ""imperfect"": {""yo"": ""llamaba"", ""tú"": ""llamabas"", ""él"": ""llamaba"", ""nosotros"": ""llamábamos"", ""vosotros"": ""llamabais"", ""ellos"": ""llamaban""}}, ""subjunctive"": {""present"": {""yo"": ""llame"", ""tú"": ""llames"", ""él"": ""llame"", ""nosotros"": ""llamemos"", ""vosotros"": ""llaméis"", ""ellos"": ""llamen""}}}"
105,TRUE,"{""indicative"": {""present"": {""yo"": ""vengo"", ""tú"": ""vienes"", ""él"": ""viene"", ""nosotros"": ""venimos"", ""vosotros"": ""venís"", ""ellos"": ""vienen""}, ""preterite"": {""yo"": ""vine"", ""tú"": ""viniste"", ""él"": ""vino"", ""nosotros"": ""vinimos"", ""vosotros"": ""vinisteis"", ""ellos"": ""vinieron""}, ""imperfect"": {""yo"": ""venía"", ""tú"": ""venías"", ""él"": ""venía"", ""nosotros"": ""veníamos"", ""vosotros"": ""veníais"", ""ellos"": ""venían""}}, ""subjunctive"": {""present"": {""yo"": ""venga"", ""tú"": ""vengas"", ""él"": ""venga"", ""nosotros"": ""vengamos"", ""vosotros"": ""vengáis"", ""ellos"": ""vengan""}}}"
106,TRUE,"{""indicative"": {""present"": {""yo"": ""pienso"", ""tú"": ""piensas"", ""él"": ""piensa"", ""nosotros"": ""pensamos"", ""vosotros"": ""pensáis"", ""ellos"": ""piensan""}, ""preterite"": {""yo"": ""pensé"", ""tú"": ""pensaste"", ""él"": ""pensó"", ""nosotros"": ""pensamos"", ""vosotros"": ""pensasteis"", ""ellos"": ""pensaron""}, ""imperfect"": {""yo"": ""pensaba"", ""tú"": ""pensabas"", ""él"": ""pensaba"", ""nosotros"": ""pensábamos"", ""vosotros"": ""pensabais"", ""ellos"": ""pensaban""}}, ""subjunctive"": {""present"": {""yo"": ""piense"", ""tú"": ""pienses"", ""él"": ""piense"", ""nosotros"": ""pensemos"", ""vosotros"": ""penséis"", ""ellos"": ""piensen""}}}"
111,TRUE,"{""indicative"": {""present"": {""yo"": ""salgo"", ""tú"": ""sales"", ""él"": ""sale"", ""nosotros"": ""salimos"", ""vosotros"": ""salís"", ""ellos"": ""salen""}, ""preterite"": {""yo"": ""salí"", ""tú"": ""saliste"", ""él"": ""salió"", ""nosotros"": ""salimos"", ""vosotros"": ""salisteis"", ""ellos"": ""salieron""}, ""imperfect"": {""yo"": ""salía"", ""tú"": ""salías"", ""él"": ""salía"", ""nosotros"": ""salíamos"", ""vosotros"": ""salíais"", ""ellos"": ""salían""}}, ""subjunctive"": {""present"": {""yo"": ""salga"", ""tú"": ""salgas"", ""él"": ""salga"", ""nosotros"": ""salgamos"", ""vosotros"": ""salgáis"", ""ellos"": ""salgan""}}}"
112,TRUE,"{""indicative"": {""present"": {""yo"": ""vuelvo"", ""tú"": ""vuelves"", ""él"": ""vuelve"", ""nosotros"": ""volvemos"", ""vosotros"": ""volvéis"", ""ellos"": ""vuelven""}, ""preterite"": {""yo"": ""volví"", ""tú"": ""volviste"", ""él"": ""volvió"", ""nosotros"": ""volvimos"", ""vosotros"": ""volvisteis"", ""ellos"": ""volvieron""}, ""imperfect"": {""yo"": ""volvía"", ""tú"": ""volvías"", ""él"": ""volvía"", ""nosotros"": ""volvíamos"", ""vosotros"": ""volvíais"", ""ellos"": ""volvían""}}, ""subjunctive"": {""present"": {""yo"": ""vuelva"", ""tú"": ""vuelvas"", ""él"": ""vuelva"", ""nosotros"": ""volvamos"", ""vosotros"": ""volváis"", ""ellos"": ""vuelvan""}}}"
122,FALSE,"{""indicative"": {""present"": {""yo"": ""tomo"", ""tú"": ""tomas"", ""él"": ""toma"", ""nosotros"": ""tomamos"", ""vosotros"": ""tomáis"", ""ellos"": ""toman""}, ""preterite"": {""yo"": ""tomé"", ""tú"": ""tomaste"", ""él"": ""tomó"", ""nosotros"": ""tomamos"", ""vosotros"": ""tomasteis"", ""ellos"": ""tomaron""}, ""imperfect"": {""yo"": ""tomaba"", ""tú"": ""tomabas"", ""él"": ""tomaba"", ""nosotros"": ""tomábamos"", ""vosotros"": ""tomabais"", ""ellos"": ""tomaban""}}, ""subjunctive"": {""present"": {""yo"": ""tome"", ""tú"": ""tomes"", ""él"": ""tome"", ""nosotros"": ""tomemos"", ""vosotros"": ""toméis"", ""ellos"": ""tomen""}}}"
124,TRUE,"{""indicative"": {""present"": {""yo"": ""conozco"", ""tú"": ""conoces"", ""él"": ""conoce"", ""nosotros"": ""conocemos"", ""vosotros"": ""conocéis"", ""ellos"": ""conocen""}, ""preterite"": {""yo"": ""conocí"", ""tú"": ""conociste"", ""él"": ""conoció"", ""nosotros"": ""conocimos"", ""vosotros"": ""conocisteis"", ""ellos"": ""conocieron""}, ""imperfect"": {""yo"": ""conocía"", ""tú"": ""conocías"", ""él"": ""conocía"", ""nosotros"": ""conocíamos"", ""vosotros"": ""conocíais"", ""ellos"": ""conocían""}}, ""subjunctive"": {""present"": {""yo"": ""conozca"", ""tú"": ""conozcas"", ""él"": ""conozca"", ""nosotros"": ""conozcamos"", ""vosotros"": ""conozcáis"", ""ellos"": ""conozcan""}}}"
128,FALSE,"{""indicative"": {""present"": {""yo"": ""vivo"", ""tú"": ""vives"", ""él"": ""vive"", ""nosotros"": ""vivimos"", ""vosotros"": ""vivís"", ""ellos"": ""viven""}, ""preterite"": {""yo"": ""viví"", ""tú"": ""viviste"", ""él"": ""vivió"", ""nosotros"": ""vivimos"", ""vosotros"": ""vivisteis"", ""ellos"": ""vivieron""}, ""imperfect"": {""yo"": ""vivía"", ""tú"": ""vivías"", ""él"": ""vivía"", ""nosotros"": ""vivíamos"", ""vosotros"": ""vivíais"", ""ellos"": ""vivían""}}, ""subjunctive"": {""present"": {""yo"": ""viva"", ""tú"": ""vivas"", ""él"": ""viva"", ""nosotros"": ""vivamos"", ""vosotros"": ""viváis"", ""ellos"": ""vivan""}}}"
131,TRUE,"{""indicative"": {""present"": {""yo"": ""siento"", ""tú"": ""sientes"", ""él"": ""siente"", ""nosotros"": ""sentimos"", ""vosotros"": ""sentís"", ""ellos"": ""sienten""}, ""preterite"": {""yo"": ""sentí"", ""tú"": ""sentiste"", ""él"": ""sintió"", ""nosotros"": ""sentimos"", ""vosotros"": ""sentisteis"", ""ellos"": ""sintieron""}, ""imperfect"": {""yo"": ""sentía"", ""tú"": ""sentías"", ""él"": ""sentía"", ""nosotros"": ""sentíamos"", ""vosotros"": ""sentíais"", ""ellos"": ""sentían""}}, ""subjunctive"": {""present"": {""yo"": ""sienta"", ""tú"": ""sientas"", ""él"": ""sienta"", ""nosotros"": ""sintamos"", ""vosotros"": ""sintáis"", ""ellos"": ""sientan""}}}"
134,FALSE,"{""indicative"": {""present"": {""yo"": ""trato"", ""tú"": ""tratas"", ""él"": ""trata"", ""nosotros"": ""tratamos"", ""vosotros"": ""tratáis"", ""ellos"": ""tratan""}, ""preterite"": {""yo"": ""traté"", ""tú"": ""trataste"", ""él"": ""trató"", ""nosotros"": ""tratamos"", ""vosotros"": ""tratasteis"", ""ellos"": ""trataron""}, ""imperfect"": {""yo"": ""trataba"", ""tú"": ""tratabas"", ""él"": ""trataba"", ""nosotros"": ""tratábamos"", ""vosotros"": ""tratabais"", ""ellos"": ""trataban""}}, ""subjunctive"": {""present"": {""yo"": ""trate"", ""tú"": ""trates"", ""él"": ""trate"", ""nosotros"": ""tratemos"", ""vosotros"": ""tratéis"", ""ellos"": ""traten""}}}"
142,FALSE,"{""indicative"": {""present"": {""yo"": ""miro"", ""tú"": ""miras"", ""él"": ""mira"", ""nosotros"": ""miramos"", ""vosotros"": ""miráis"", ""ellos"": ""miran""}, ""preterite"": {""yo"": ""miré"", ""tú"": ""miraste"", ""él"": ""miró"", ""nosotros"": ""miramos"", ""vosotros"": ""mirasteis"", ""ellos"": ""miraron""}, ""imperfect"": {""yo"": ""miraba"", ""tú"": ""mirabas"", ""él"": ""miraba"", ""nosotros"": ""mirábamos"", ""vosotros"": ""mirabais"", ""ellos"": ""miraban""}}, ""subjunctive"": {""present"": {""yo"": ""mire"", ""tú"": ""mires"", ""él"": ""mire"", ""nosotros"": ""miremos"", ""vosotros"": ""miréis"", ""ellos"": ""miren""}}}"
